PRG,County,Use,Address,City,State,TAX ID ,Tax ID ,Map/ Grid/ Parcel,Legal Desc.,Grantor,Grantee,Sale Date,Deed,Property Rights,Conditions at Sale,Time on Market,Sale Price,Price/GBA,Vacancy,NOI,CAP RATE,LAND SIZE (SF),GBA (SF),YEAR BUILT,Parking,Zone,Utilities,APT ONLY,APT ONLY,APT ONLY,APT ONLY,Comments
01-2011-VAC-048,Frederick,Vacant Land,Bennett Creek Road,Frederick (Urb),MD,7,605030,96/21/266,Lot 820/11.49 Acres/Urbana ORX/MXD,Urbana Corporate Center LLC,Kite Pharma Inc,12/28/2022,16276/73,Fee Simple,Arms-Length,Not available,"$4,600,000.00 ",,,,,"500,504",,,,MXD,All Available,,,,,"Kite Pharma plan to construct a 70,000 square foot warehouse onsite to support their existing operations."
01-2011-40000-017,Frederick,Professional Office,116 Record Street (Second),Frederick,MD,2,25000,67H/22/359,"Lot 98 x 180, east side of Record Street",116 Record Street LLC,"Dorr Properties, LLC",2/17/2023,16342/01,Leased Fee,Arms-Length,45,"$2,128,000.00 ",$247.44 ,50.00%,N/A,N/A,"17,640","8,600",1938,Onsite/6 available,DBO,All available,,,,,"Marketing/PR Firm (Postern) purchased building to operate their business.  They agreed to lease 3,000 SF on the lower level to the seller for two years for $17/SF, modified gross.  Postern plans to use the upper level.  "
01-2011-VAC-049,Frederick,Vacant Land,7100 Guilford Drive,Frederick,MD,28,586515,77E/21/314,Lot 7/Section 2; Plat 5/Locust Level,Lee Farm Management LLP,Guilford Property Management,6/25/2014,10105/233,Fee Simple,Arms-Length,Not available,"$1,170,000.00 ",,,,,,,,,ORI,All available,,,,,"Purchased for the construction of a professional/medical office building, which was constructed in 2022.  Two story building includes 39,440 SF of gross building area."
01-2011-VAC-050,Frederick,Vacant Land,8908 Fountain Rock Road,Walkersville,MD,26,486750,58A/8/90,106.38 Acres east of Fountain Rock,Fountain Rock Farm LLC,FoodPro Corporation,1/27/2023,16311/475,Fee Simple,Arms-Length,Not available,"$3,250,000.00 ",,,,,"4,633,913",,,,AG,Raw Land,,,,,Property is included in the ultimate annexation limits of the Town of Walkersville -- the portion north of the train tracks (which bisect the property) is noted as agricultural and the southern portion is limited industrial.  
01-2011-VAC-051,Frederick,Vacant Land,5601 Manor Woods Road,Frederick,MD,1,5383,94/10/71,"74.89 Acres, Southside of Manor Woods",Quantum Maryland LLC,Aligned Data Centers Propco LLC,9/22/2022,16511/133,Fee Simple,Arms-Length,Not available,"$37,445,000.00 ",,,,,"3,262,208",,,,GI,Raw Land,,,,,
01-2011-40710-015,Frederick,Office Condo,"65 Thomas Johnson Drive, Unit 9",Frederick,MD,2,249448,57I/13/1138,Unit 9/Thomas Johnson Condominium Inc.,PGB & K LLC,Gilbart Thomas Johnson Property LLC,12/3/2021,15539/148,Fee Simple,Arms-Length,735,"$540,000.00 ",$206.34 ,N/A,N/A,N/A,"174,458","2,617",2003,Onsite/200 available,PB,All available,,,,,"Condominium includes reception area, employee pantry, two professional offices, x-ray lab, two restrooms (one for employees, one for patients), sterilization area, four operatoriums, panorax area, laboratory, storage/utility rooms, and administrative work area.  The prior tenant removed all equipment, flooring, and partitions in the operatoriums which the purchaser had to replace post settlement.  "
01-2011-40710-016,Frederick,Office Condo,"75 Thomas Johnson Drive, Unit H",Frederick,MD,2,261812,57H/24/1136,Unit 1/Catoctin Office Condominium,"Viteki, LLC",NABUR LLC,6/14/2021,14986/22,Fee Simple,Arms-Length,Not available,"$820,000.00 ",$214.49 ,N/A,N/A,N/A,"383,589","3,823",2005,Onsite,PB,All available,,,,,"Professional office (Sylvan Learning Center offices) sold to dermatologist -- ""Maryland Skin Care Specialists.""  Purchaser spent approximately $175,000 converting the unit from professional office to medical use.   "
01-2011-40000-018,Frederick,Professional Office,100 North Court Street,Frederick,MD,2,28050,67H/22/347,Lot 138.5x63/100-102 N. Court Street,"Ethridge, Quinn, McAuliffe, Rowan",Gambrill Park LLC,4/3/2023,16385/450,Leased Fee,Arms-Length,210,"$1,850,000.00 ",$173.89 ,Not Disclosed,Not Disclosed,Not Disclosed,"8,662","10,639",1817,Yes -- four spaces,DB,All available,,,,,"Historic office building sold to an investor.  Four tenants at the time of sale, including the seller, who plan to continue occupying the first floor to operate their law firm."
01-2007-30600-001,Carroll,Mixed,39 Liberty Street,Westmister,MD,7,70365,104/ 15/ 339,,B&A Development Inc,39 Liberty LLC,6/13/2022,10803/ 409,Leased Fee,Arms-Length,$260.00 ,"$385,000.00 ",$162.04 ,Not Disclosed,Not disclosed,Not disclosed,"7,407","2,376",1880,Yes -- three spaces ,D,All available,,,,,Historic mixed-use building in downtown Westminster.  First two floors are currently retail with an additional one-bedroom apartment.  Building is wired for four individual tenants.
01-2011-VAC-052,Frederick,Vacant Land,4933 Green Valley Road,Monrovia,MD,9,252789,88C/21/11,125.66 Acres/North Side of Monrovia,John Mario Ruppert Trustee,"CORE 5 at 1-70, LLC",6/15/2023,16517/70,Fee Simple,Arms-Length,365+,"$14,000,000.00 ",,,,,"5,475,492",,,,LI,All available,,,,,"Atlanta based investor purchased property with approvals to construct two warehouse buildings with a total of 550,000 square feet.  Once complete, they plan to lease the buildings."
01-2022-13600-002,Washington,Convenience Store,890 Pennsylvania Avenue,Hagerstown,MD,21,19437,303/00/1397,Lot .519 Acres/890 Pennsylvania Avenue/Hagerstown,"S and M Incorporated, MD",R and M 786 Inc. ,2/6/2023,7190/292,Fee Simple,Arms-Length,Not available,"$325,000.00 ",$161.69 ,0.00%,N/A,N/A,"25,377","2,010",1970,,CL,All available,,,,,"Property includes two 6,000 gallon underground tanks (installed 4/15/1992) and four fuel dispensers.  Building includes three service bays and small waiting/retail area.  "
01-2007-13600-002,Carroll,Convenience Store,6700 Sykesville Road,Sykesville,MD,5,25826,73/16/193,"Lot 37,335 SF/Northwest side of Sykesville Road","Freedom Avenue, LLC",6700 Sykesville Road LLC,2/24/2022,10684/274,Fee Simple,Arms-Length,Not available,"$1,100,000.00 ",$456.05 ,0.00%,N/A,N/A,"37,335","2,412",2000,,C2,All available,,,,,"Property includes four 12,000 gallon underground tanks (installed 7/1/2000) and five fuel dispensers.  Building is all retail."
01-2007-13600-001,Carroll,Convenience Store,201 Hanover Pike,Hampstead,MD,8,25770,41/21/598,"Lot 32,385 SF/Hanover Pike/SE of Hampstead",PMIG 1006 LLC,"Rover Properties, LLC",6/7/2022,10795/441,Fee Simple,Arms-Length,Not available,"$1,250,000.00 ",$265.28 ,0.00%,N/A,N/A,"32,385","4,712",1978,,C2,All available,,,,,"Property includes five underground tanks with a total of 43,500 gallons (installed 11/1/2002) and six fuel dispensers.  Two story building includes retail on the ground level with second floor used as office/apartment."
01-2022-13600-001,Washington,Convenience Store,25313 Military Road,Cascade,MD,14,4599,28/3/50,Lot 4/Part of 3/Near Ft. Ritchie,"Sood Enterprises, LLC",Gopal Krishna LLC,6/12/2023,7262/390,Fee Simple,Arms-Length,Not available,"$1,000,000.00 ",$285.71 ,0.00%,N/A,N/A,"24,750","3,500",1985,,RV,All available,,,,,"Property includes four underground tanks with a total of 18,000 gallons (installed 5/1/1985) and three fuel dspensers.  One story retail building."
01-2011-13600-001,Frederick,Convenience Store,9846 Myersville Road,Myersville,MD,16,348899,46D/20/266,"23,086 SF/West Myersville and Middletown Road",AKJK LLC,ARK-1 Limited,9/30/2020,14130/123,Fee Simple,Arms-Length,Not available,"$650,000.00 ",$527.59 ,0.00%,N/A,N/A,"23,086","1,232",1968,,GC,All available,,,,,"Property includes three 10,000 gallon underground tanks (installed 2/20/2015) and three fuel dispensers.  Retail building and site were renovated in 2015."
01-2011-VAC-053,Frederick,Vacant Land,200 North Church Street,Thurmont,MD,15,330325,19E/ 6/2025,,"JBB2, LLC",Vinores Management Services,Pending,Pending,Fee Simple,Arms-Length,63,"$340,000.00 ",,,,,"42,862",,,,GB,All available,,,,,"The subject property, parcel 2025/block 60, includes approximately 42,862 square feet of land.  The property is located on North Church Street within the incorporated limits of Thurmont, Maryland.  At the time of the property inspection, the property is vacant but has significant site improvements.  These include stormwater management and an asphalt parking lot with approximately 15,250 square feet of area for 36 vehicles.  These improvements were installed in 2005.  In addition, the current owner has preliminary approval for a 17,820 square foot two story mixed-use building."
01-2022-40000-001,Washington,Professional Office,927 S Potomac Street,Hagerstown,MD,3,27686,316E/ 19/ 1985,Lots 8/9/10/11/12,Baker Management LLC,Crystal Belle,6/1/2023,7255/ 403,Leased Fee,Arms-Length,219,"$465,000.00 ",$113.97 ,0.00%,N/A,N/A,"23,115","4,080",1975,Yes,CG,All available,,,,,"One story brick office building.  Three-unit suites, each equipped with restrooms and employee breakroom.  Property was in average condition at time of sale."
01-2022-40000-002,Washington,Professional Office,13701 Maugansville Road,Hagerstown,MD,13,22240,24/ 15/ 1110,Parcel B 2.864 Acres,Peach Tree Suites LLC,ECPMD Properties LLC,1/20/2023,7181/ 407,Leased Fee,Arms-Length,Not available,"$700,000.00 ",$155.56 ,Not Disclosed,N/A,N/A,"124,582","4,500",1987,Yes - 15 spaces,C,All available,,,,,"Two story brick office building with 5 private offices, reception, two restrooms, storage and employee break room.  Property was in good condition at time of sale. "
01-2022-40000-003,Washington,Professional Office,1200 Dual Highway,Hagerstown,MD,17,10999,311/ 923,Lt 1 BLK 50 x 180,Campbell Insurance and Investments LLC,NNP Real Estate LLC,6/23/2021,6671/ 65,Leased Fee,Arms-Length,58,"$395,000.00 ",$187.03 ,0.00%,N/A,N/A,"9,000","2,112",1978,Yes - 11 spaces,CG,All available,,,,,Two story office building constructed in 1978.  Renovations recently made to upstairs office.  Property was in average condition at time of sale.
01-2011-VAC-054,Frederick,Vacant Land,60 Worman's Mill Court,Frederick,MD,2,596870,405/7/1148,Lot 8S/3.03 Acres/Worman's Mill,FISCQUISITION LLC,TAC FRED LAND LLC,9/20/2022,16139/459,Fee Simple,Arms-Length,Not available,"$1,100,000.00 ",,,,,"131,987",,,,M1,All available,,,,,Purchaser plans to construct self storage facility on site.  
01-2011-VAC-055,Frederick,Vacant Land,8420-8440 Broadband Drive,Frederick,MD,2,244152,68A/13/172,Lot 256R/10.36 Acres/Riverside Corporate Park,"Broadband, LLC",Riverside Technology Partnership Lot 256R,11/5/2021,15473/1,Fee Simple,Arms-Length,Not available,"$2,800,000.00 ",,,,,"451,282",,,,M1,All available,,,,,Purchaser (St. John Properties) did not have site plan approval prior to the sale but were relatively confident that they would be able to get it after purchase.  Two other offers were presented simultaneously but were contingent upon site plan approval for their use.  
01-2011-VAC-056,Frederick,Vacant Land,Lot 337 Tilco Drive,Frederick,MD,2,252953,77F/18/2142,Lot 337/Section 2/Industrial Center East,G&S Development LLC,Tilco Industrial LLC,5/13/2021,14885/332,Fee Simple,Arms-Length,Not available,"$740,000.00 ",,,,,"92,783",,,,M1,All available,,,,,Purchaser plans to construct warehouse/office flex building.  
01-2022-30000-010,Washington,Retail,13015 Salem Avenue,Hagerstown,MD,25,42581,37/ 3/ 476,1.085 Acres,Spot Laundromats LLC,RGS Salem LLC,1/11/2023,7176/ 389,Leased Fee,Arms-Length,Not available,"$1,280,000.00 ",$128.00 ,Not Disclosed,N/A,N/A,"47,045","10,000",2008,Yes,CG,All available,,,,,One-story retail building constructed in 2008.  Currently operates as a laundromat with retail. 
01-2022-30000-011,Washington,Retail,20142 National Pike,Hagerstown,MD,16,12483,58/ 22/ 42,LT 104.82X328.32 AVG,Lawrence Davis,Trinity Nursing Academy Inc,3/20/2023,7212/ 418,Leased Fee,Arms-Length,Not available,"$275,000.00 ",$183.33 ,Not Disclosed,N/A,N/A,"31,363","1,500",Unknown,Yes,,All available,,,,,Two-story building currently being used by an HVAC company.
01-2011-VAC-057,Frederick,Vacant Land,4861 Winchester Boulevard,Frederick,MD,1,39385,94/2/89,Lot 32/Section 2/Stanford Industrial Park,"Grimes Investments, LLC",Blue Curb LLC,1/7/2021,14426/363,Fee Simple,Arms-Length,Not available,"$270,000.00 ",,,,,"101,495",,,,LI,Private,,,,,"Property given conditional approval for a storage warehouse building on August 12, 2020.  Building was constructed in 2022 and included 3,060 square feet of gross building area.  "
01-2011-VAC-058,Frederick,Vacant Land,Lot 25 Winchester Boulevard,Frederick,MD,1,39342,94/2/89,Lot 25/Section 2/Stanford Industrial Park,Stanford Limited Partnership,Walton GC LLC,6/28/2021,15034/349,Fee Simple,Arms-Length,Not available,"$800,000.00 ",,,,,"497,891",,,,LI,Private,,,,,"Site plan approval received 3/9/2022 for a two phased construction plan.  Phase 1 included a two story office with 3,600 square feet of gross building area (SFGBA) and warehouse with 29,250 SFGBA. Phase 2 includes a one store wholesale buidling with 9,750 SFGBA."
01-2011-VAC-059,Frederick,Vacant Land,4851 Winchester Boulevard,Frederick,MD,1,39377,94/2/89,Lot 31/Section 2/Stanford Industrial Park,"Grimes Investments, LLC",Phoenix Mechanical Group Inc.,2/17/2022,15736/98,Fee Simple,Arms-Length,Not available,"$325,000.00 ",,,,,"92,347",,,,LI,Private,,,,,"Site plan approval received 7/13/2022 for a warehouse/office building with 12,470 square feet of gross building area.  "
01-2011-VAC-060,Frederick,Vacant Land,4890 Winchester Boulevard,Frederick,MD,1,38826,94/2/89,Lot 9/Section 2/Stanford Industrial Park,"Joyeusaz, Trustee",PB02 LLC,4/25/2022,15876/372,Fee Simple,Arms-Length,Not available,"$600,000.00 ",,,,,"282,704",,,,LI,Private,,,,,"Site plan approval received 3/8/203 for an auto/truck service building with 10,004 square feet of gross building area.  Building included 800 SF office."
01-2011-VAC-061,Frederick,Vacant Land,4880 Winchester Boulevard,Frederick,MD,1,43927,94/2/89,Lot 11/Section 2/Stanford Industrial Park,Stanford Trading VI LLC,William and Pam William,6/24/2021,15019/372,Fee Simple,Arms-Length,Not available,"$465,000.00 ",,,,,"115,870",,,,LI,Private,,,,,"Contractor office/warehouse building with 12,840 square feet of gross building area constructed in 2022.  Received conditional approval on 8/11/2011."
01-2011-VAC-062,Frederick ,Vacant Land,4770 Winchester Boulevard,Frederick,MD,1,37277,94/7/96,Lot 28/Section 3/Stanford Industrial Park,"Wolf Commercial Properties, LLC",29 Stanford LLC,5/26/2022,15944/405,Fee Simple,Arms-Length,Not available,"$200,000.00 ",,,,,"134,507",,,,LI,Private,,,,,Purchased without site plan approval.  
01-2011-VAC-063,Frederick ,Vacant Land,4760 Winchester Boulevard,Frederick,MD,1,37285,94/7/96,Lot 29/Section 3/Stanford Industrial Park,Fifth Avenue LLC,29 Stanford LLC,5/26/2022,15944/456,Fee Simple,Arms-Length,Not available,"$300,000.00 ",,,,,"155,702",,,,LI,Private,,,,,Purchased without site plan approval.  
01-2011-VAC-064,Frederick,Vacant Land,Cap Stine Road,Frederick,MD,1,10204,94/2/54,64.38 Acres/East side of Cap Stine Road,"Lois B. Noffsinger, Trustee",Manor Woods Road Properties LLC,11/18/2021,15504/246,Fee Simple,Arms-Length,Not available,"$6,000,000.00 ",,,,,"2,804,393",,,,GI,Private,,,,,"Purchaser (Natelli Properties) received a 10 year APFO approval for up to 176am and 170pm weekday peak hour driveway trips for future General Industrial development on May 10, 2023.  New owner may pursue data center development."
01-2011-VAC-065,Frederick,Vacant Land,1009 Reagans Road,Frederick,MD,2,604292,57/8/322,Lot 1/Tuscarora Creek East,Day Development,Magnolia Haus Apartments Owner LLC,2/8/2022,15715/54,Fee Simple,Arms-Length,Not available,"$6,048,000.00 ",,,,,"276,764",,,,R4,All available,189,,,,"Property received site plan approval for 189 residential apartment units included in six multifamily buildings on March 8, 2021.   Buildings were constructed in 2023 including a total of 187,348 square feet of gross building area."
01-2011-VAC-066,Frederick,Vacant Land,6459 Corporate Drive,Frederick,MD,28,567715,77/19/266,Lot 1A/Section III/Ballenger Crossing,"Blackwell Ballenger Crossing, LLC","Ballenger Corner, LLC",6/14/2023,16479/462,Fee Simple,Arms-Length,Not available,"$1,400,000.00 ",,,,,"52,707",,,,PUD,All available,,,,,"Property received site plan approval for the construction of a 5,238 square foot convenience store with 12 fuel stations.  Approval was granted on September 9, 2020."
01-2011-VAC-067,Frederick,Vacant Land,5951 Old National Pike,Frederick,MD,2,604111,66I/13/2121,Lot 4/West Park Village,West Park Village LLC,VFW Post 3285,12/29/2022,16277/319,Fee Simple,Arms-Length,Not available,"$436,500.00 ",,,,,"72,336",,,,MU-1,All available,,,,,"VFW Post plan to build a new veterans support/social facility on site.  The new facility (which was in concept phase at the time of sale) will have 9,000 square feet of gross building area.  "
01-2022-50000-011,Washington ,Warehouse/ Flex,16035/16045 Business Parkway,Hagerstown,MD,23,020270/022591,48/2/856,Lots 14 & 14A/Huyette Business Park,Jager LLC,2022 Business Parkway LLC,8/16/2022,7084/148,Fee Simple,Arms-Length,Not available,"$1,250,000.00 ",,,,,"286,625","10,900",,,HI,All available,,,,,"Warehouse/office flex building that includes 2,500 SF of office space.  Site includes an asphalt parking/driveway area (parking for 10 vehicles) and a gravel yard area surrounded by security fencing.  "
01-2022-50000-012,Washington,Warehouse/Flex,830 Bowman Avenue,Hagerstown,MD,17,5677,315/0/1031,Lot 122 x 250/.7 acre,MASN Realty LLC,R YK Investment LLC,6/2/2022,7026/1268,Leased Fee,Arms-Length,Not available,"$1,125,000.00 ",,,,,"30,492","7,500",,,IR,All available,,,,,"Warehouse/office building that includes 1,500 SF of office space, remainder is warehouse.  Site includes an asphalt parking/driveway area (parking for 11 vehicles) and a gravel yard area surrounded by security fencing.  Leased to a granite retailer."
01-2011-VAC-068,Frederick,Vacant Land,East Church Street,Frederick,MD,2,105764,67I/19/1402A,Parcel 2/Shafer Properties,"Liquid Property Group, LLC",Maldonado,12/13/2022,16259/357,Fee Simple,Arms-Length,Not available,"$105,000.00 ",,,,,"4,151",,,,DR,All available,,,,,"Residential building lot, just east of the East Street/Church Street intersection."
01-2011-VAC-069,Frederick,Vacant Land,30A Hamilton Avenue,Frederick,MD,2,50846,77C/8/996A,Hamilton Avenue/Frederick,"Jackson Properties II, LLC",Serenko,10/25/2022,16194/263,Fee Simple,Arms-length,Not available,"$100,000.00 ",,,,,"5,010",,,,DR,All available,,,,,"Residential building lot, located between East Patrick Street and East South Street."
01-2011-VAC-070,Frederick,Vacant Land,113 East Fifth Street,Frederick,MD,2,62178,67H/11/1893A,113 East Fifth Street/Frederick,Angle,Sellner,4/22/2021,14803/133,Fee Simple,Arms-length,Not available,"$140,000.00 ",,,,,"6,272",,,,DR,All available,,,,,"Residential building lot, property included small wood frame building that didn't add any contributory value."
01-2011-VAC-071,Frederick,Vacant Land,332 Madison Street,Frederick,MD,2,114399,77B/8/340A,330 Madison Street/Frederick,JR Capital Broadway I LLC,Kim,1/7/2021,14426/207,Fee Simple,Arms-length,Not available,"$99,000.00 ",,,,,"3,920",,,,DR,All available,,,,,"Residential building lot, purchaser constructed a two-story single-unit residence with 3,124 SF of gross building area in late 2021."
01-2011-40000-019,Frederick,Professional Office,490 Monocacy Boulevard,Frederick,MD,2,466457,77C/17/1086,Lot 1-B/Airport Industrial Park,Frederick County Bank,Frederick County Association of Realtors,8/16/2023,16561/336,Fee Simple,Arms-length,137,"$1,500,000.00 ",,,,,"43,136","3,420",2011,19 vehicle spaces,GC,All available,,,,,New headquarters for the FCAR.  Post purchase they plan to enclose the drive through area to use as additional office space.  
01-2011-50000-027,Frederick,Warehouse,329 East Second Street,Frederick,MD,2,79321,67H/24/1422A,"Lots 106, 107/329 East Second Street",County Woods LLC,"IT Properties, LLC",6/3/2022,15959/106,Leased Fee,Arms-length,72,"$1,250,000.00 ",,,,,"11,393","7,968",1978,7 vehicles spaces,DR,All available,,,,,"Leased back to seller, Exotic Woods, LLC, who operate a speciality wood retail business from this location."
01-2011-50000-028,Frederick,Warehouse,511 North Bentz Street,Frederick,MD,2,89467,67H/10/1969,Lot 5A,Thomas Durkin,Honest Sheet Metal LLC,12/2/2022,16248/57,Fee Simple,Arms-Length,Not available,"$360,000.00 ",,,,,"7,718","2,800",1980,4 vehicle spaces,R12,All available,,,,,Property purchased by sheet metal fabricator.  Includes warehouse with at grade vehicle access.
01-2011-50000-029,Frederick,Warehouse,127 South Carroll Street,Frederick,MD,2,24756,77B/11/774A,Lot 73 x 147,Joseph Butler,"South Carroll Opportunity Fund, LLC",5/7/2021,14853/267,Fee Simple,Arms-length,Not available,"$950,000.00 ",,,,,"10,731","7,909",1938,None,DB,All available,,,,,"Building was vacant at the time of sale.  After purchase, the South Carroll Opportunity Fund began a renovation to convert the building into the Frederick Book Arts Center.  Once completed, the building will include classrooms, display space, darkroom, and administrative offices"
01-2011-VAC-072,Frederick,Vacant Land,Reich's Ford Road,Frederick,MD,2,216221,77F/24/2141,Lot 329/Industrial Center East,ICT T LLC,AKRE Property LLC,10/18/2022,16185/104,Fee Simple,Arms-Length,Not available,"$740,000.00 ",,,,,"92,085",,,,M1,All available,,,,,"The City of Frederick Planning Commission approved ICE Lot 329 Final Site Plan, PC20-376FSI, with a proposed use of an 18,000 square foot building with approximately 8,000 square feet of office area and the remainder warehouse storage.  The plan calls for 40 lined parking spaces, 50’ wide loading area, trash enclosure, and site access from Tilco Drive and Ray Smith Road."
01-2011-50000-027,Frederick,Warehouse/ Flex,4965 Winchester Boulevard,Frederick,MD,1,25252,97/7/96,Lot 50/Section 2/Stanford Industrial Park,"Roland E. Willard, Jr.",4965 Winchester Boulevard LLC,8/4/2022,16069/481,Fee Simple,Arms-Length,Not available,"$1,200,000.00 ",,,,,"137,127","7,967",1995,12 vehicle space,LI,Private,,,,,"Purchased by Grand Touring Enterprises, an automobile consultant and preservationist.  They plan to use for auto-repair/restoration and offices.   Building has 30% finished office, security fencing, and warehouse/auto service area has one overhead garage door.  Property in average condition."
01-2011-VAC-073,Frederick,Vacant Land,"1431,1433,1435 West Patrick Street",Frederick,MD,2,108577/019191/031299,66I/7/1485/1486/1487,West Patrick Street Frederick,Chi/Said,Won Kim/Chong Kim,9/25/2023,16621/56,Fee Simple,Arms-Length,90,"$1,700,000.00 ",,,,,"64,512",,,,GC,All available,,,,,"Purchaser plans to redevelop site into 12,000 square foot retail center of which he plans to use a portion (approximately 4,000 square feet) to operate his business.  1433/1435 sold in September for $1,200,000; 1431 West Patrick is under contract for $500,000 with settlement scheduled for early December. "
01-2017-50000-001,Prince George,Warehouse,236 Westhampton Avenue,Capital Heights,MD,18,1984855/1984863,74/B1/183,Central Industrial Park,Advanced Equipment Company,BG Property 23 LLC,5/30/2023,48866/441,Fee Simple,Arms-Length,120,"$2,400,000.00 ",$204.69 ,N/A,N/A,N/A,"43,912","11,725",1966,20 Vehicle spaces,I1,All available,,,,,"Building originally constructed in 1966, renovated in 1987.  Building includes two loading docks and 24' center clear span.  Purchased by an equipment company. "
01-2017-50000-002,Prince George,Warehouse,2750 Kaverton Road,District Heights,MD,6,503946,82/C302/A/18,Forestville Center,John Parkerson,DBS Investments LLC,1/17/2023,48483/1,Fee Simple,Arms-Length,Not available,"$2,550,000.00 ",$242.86 ,N/A,N/A,N/A,"69,538","10,500",1998,30 Vehicles spaces,I4,All available,,,,,Building originally constructed in 1998.  Building includes two overhead garage doors and 24' center clear span.  Building includes 10% finished office.  Purchased by a scaffolding/ladder company.
01-2017-50000-003,Prince George,Warehouse,4820 Frolich Lane,Hyattsville ,MD,2,0178327/0108639,58/E2,Part of Parcel C,Eagle Three LLC,"Sunbelt Rentals, Inc.",2/25/2022,47182/307,Fee Simple,Arms-Length,Not available,"$3,500,000.00 ",$260.96 ,N/A,N/A,N/A,"129,809","13,412",1958,27 Vehicle spaces,IH,All available,,,,,Building originally constructed in 1958.  Building includes four overhead garage doors and14' center clear span. Purchased by a equipment leasing company (SunBelt).
01-2011-40710-011,Frederick,Office Condo,"5970 Frederick Crossing Lane, Unit 100",Frederick,MD,28,587775,77E/21/314,Building 7/Lower Level,Guilford 7 LLC,"Argentum Properties, LLC",6/30/2022,16029/219,Leased-Fee,Arms-Length,Unknown,"$850,000.00 ",$231.04 ,0.00%,Unknown,Unknown,"36,783","3,679",2005,Onsite parking available,MXD,All available,,,,,Professional office condominium purchased primarily for owner user use.  Small area has been partitioned for grantor to continue leasing short term.  
01-2011-40710-012,Frederick,Office Condo,"50 Carroll Creek Way, Unit 340",Frederick,MD,2,263580,77B/5/95B,South Market CTN Condo,"SOK Creekside, LLC","50 Carroll Creek, LLC",2/15/2022,15739/50,Fee Simple,Arms-Length,Unknown,"$822,500.00 ",$217.54 ,0.00%,Unknown,Unknown,"19,554","3,781",2005,Onsite parking available,DB,All available,,,,,
01-4819-01000-011,Jefferson,Apartment,400 East Washington,Charles Town,WV,,19-03-0002-0227-0000,3/2/227,E WASHINGTON ST,"Hartley Homebuilding, LLC","400 Washington, LLC",4/8/2021,1258/417,Leased Fee,Arms-Length,10,"$385,000.00 ",$106.24 ,0.00%,Unknown,Unknown,"4,835","3,624",1900,None,OTR,All available,6,21,"$64,166.67 ","$18,333.33 ",This property is improved six one bedroom and one-bathroom units.  Property was fully leased at the time of sale.  The building did not have central air and was in average (-) condition with some recent updates completed.  
01-2011-01000-010,Frederick,Apartment,415-417 East Potomac Street,Brunswick,MD,25,477901,101A/11/983,LTS 7&8 BL 9,Berry,"LMJ Investments, LLC",8/18/2022,16109/155,Leased Fee,Arms-Length,3,"$505,000.00 ",$125.43 ,0.00%,Unknown,Unknown,"6,250","4,026",1910,Onsite parking available,R1,All available,4,19,"$126,250.00 ","$26,578.95 ",The propety was fully leased at time of sale and was in average condition.  Units were three- two bedrooms and one-three bedroom apartment.  
01-2011-01000-012,Frederick,Apartment,16 North Church Street,Thurmont,MD,15,317736,19E/ 23/ 2014,LOT 108x95,4 Square Properties LLC,ULL Investments LLC,7/29/2022,16057/ 132,Leased Fee,Arms-Length,155,"$600,000.00 ",$107.03 ,0.00%,N/A,8,"20,909","5,606",1890,16 Vehicle spaces,TB,All available,7,29,"$85,714.29 ","$20,689.66 ",The propety was fully leased at time of sale and was in average condition.  Units were two- two bedrooms and three-three bedroom apartments and two-studio apartments.
01-2007-30000-002,Carroll,Retail,2 Washington Road,Westminster,MD,7,64519,107/ 16/ 1827,LT-5042,2 W LLC,50 Stares Corporation,8/24/2023,11100/ 379,Leased Fee,Arms-Length,50,"$325,000.00 ",$211.31 ,0.00%,N/A,N/A,"5,042","1,538",1930,8 Vehicle spaces,C,All Available,,,,,Corner free-standing retail building.  Most previous use was as a restaurant with improments. Property in average condition at time of sale.
01-2011-30000-007,Frederick,Retail,509 Market Street,Frederick,MD,2,92689,77B/ 16/ 160A,LT 30 1/2 x 150,Swope,Esposito Enterprise LLC,7/7/2023,16511/ 52,Leased Fee,Arms-Length,24,"$600,000.00 ",$252.31 ,0.00%,N/A,N/A,"4,575","2,378",1881,10 Vehicle spaces,DB,All Available,,,,,Retail building with retail on the first floor and apartment/office on the second floor.  First floor unit is currently being used as a hair salon. Property was in good condition at time of sale.
01-2022-40710-005,Washington,Office Condo,"19638 Leitersburg Pike, Unit 10",Hagerstown,MD,18,66515,38/ 2/ 888,19638 Leitersburg Pike ,Meridian Leitersburg LLC,Calico Bay LLC,1/28/2021,6498/ 179,Leased Fee,Arms-Length,Unknown,"$488,313.00 ",$207.00 ,0.00%,Unknown,Unknown,"2,359","2,359",2016,Onsite parking available,BL,All Available,,,,,"The subject property is an office condominium unit has a total of 2,359 square feet of demised condominium area.  The unit overall is in good condition.  According to Washington County records, the unit was built in 2016. "
